drug_name,smiles,tokens
chlorcyclizine,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"['CN1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
topiramate,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,"['[H]', '[C@@]12', 'CO', '[C@@]3(', 'CO', 'S(N)(=O)=O)', 'OC(C)(C)', 'O', '[C@@]3(', '[H]', ')', '[C@]1(', '[H]', ')', 'OC(C)(C)', 'O2']"
anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,"['CC(C)(', 'C#N)', 'C1=', 'CC(', '=', 'CC(', 'CN2', 'C=N', 'C=N', '2)', '=', 'C1)', 'C(C)(C)', 'C#N']"
nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,"['[O-]', '[N+](=O)', 'C1=C(', 'C=CC(', '=', 'C1)', 'C(F)(F)F)', 'C(=O)C1', 'C(=O)', 'CCCC1', '=O']"
trandolapril,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,"['[H]', '[C@@]12', 'C[C@H](', 'N(C(=O)', '[C@H](C)', 'N[C@@H](', 'CCC3', '=', 'CC=', 'CC', '=C', '3)', 'C(=O)OCC)', '[C@@]1(', '[H]', ')', 'CCCC2)', 'C(O)=O']"
flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,"['CC(C)', 'C(=O)N', 'C1=', 'CC(', '=C(', 'C=', 'C1)', '[N+]([O-])=O)', 'C(F)(F)F']"
trimetrexate,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,"['CO', 'C1=', 'CC(N', 'CC2', '=C(C)', 'C3=C(', 'C=C', '2)', 'N=C(N)N', '=C3', 'N)', '=', 'CC(', 'OC)', '=C1', 'OC']"
acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,"['CO', 'C1=C(C)', 'C(C)', '=C(\\', 'C=C\\', 'C(\\', 'C)', '=C\\', 'C=C\\', 'C(\\', 'C)', '=C\\', 'C(O)=O)', 'C(C)', '=C1']"
trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,"['OC(', 'CCN1', 'CCCCC1)', '(', 'C1CCCCC1)', 'C1=', 'CC=', 'CC', '=C1']"
istradefylline,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC,"['[H]', '\\', 'C(', '=C(\\', '[H]', ')', 'C1=', 'CC(', 'OC)', '=C(', 'OC)', 'C=', 'C1)', 'C1=N', 'C2=C(', 'N1', 'C)', 'C(=O)N(CC)', 'C(=O)N2CC']"
fomepizole,CC1=CNN=C1,"['CC1=', 'CN', 'N=C1']"
bromfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,"['N', 'C1=C(', 'CC(O)=O)', 'C=', 'CC', '=C1', 'C(=O)', 'C1=', 'CC', '=C(', 'Br)', 'C=C1']"
perflutren,FC(F)(F)C(F)(F)C(F)(F)F,"['FC(F)(F)', 'C(F)(F)', 'C(F)(F)F']"
propiomazine,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,"['CCC(=O)', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CC(C)', 'N(C)C)', 'C=C1']"
tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,"['CS', 'CC[C@H](', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)', '[C@@H](N)', 'CO)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(=O)N[C@@H](', 'CC1=', 'CN', '=', 'CN', '1)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'C(=O)N', 'CC(=O)N[C@@H](', 'CCCCN)', 'C(=O)N1CCC[C@H]1', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N', 'CC(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N1CCC[C@H]1', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(=O)N1CCC[C@H]1', 'C(O)=O']"
guanethidine,NC(N)=NCCN1CCCCCCC1,"['NC(N)', '=N', 'CCN1', 'CCCC', 'CCC1']"
gadofosveset trisodium,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,"['[Na+]', '.', '[Na+]', '.', '[Na+]', '.', '[Gd+3]', '.', '[O-]', 'C(=O)', 'CN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'C[C@H](', 'CO', 'P', '([O-])', '(=O)', 'OC1', 'CCC(', 'CC1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'C1)', 'N(', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']"
triptorelin,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"['CC(C)C[C@H](NC(=O)', '[C@@H](', 'CC1=', 'CN', 'C2=', 'CC=', 'CC', '=C1', '2)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C=', 'N1)', 'NC(=O)[C@@H]1', 'CCC(=O)N', '1)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N1CCC[C@H]1', 'C(=O)N', 'CC(N)', '=O']"
pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,"['Cl', 'C1=', 'CC', '=C(', 'CCCO', 'CCCN2', 'CCCCC2)', 'C=C1']"
copper oxodotreotide cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,"['[64Cu++]', '.', 'C[C@@H](O)', '[C@H](NC(=O)', '[C@@H]1', 'CS', 'S', 'C[C@H](NC(=O)', '[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', 'CN2CCN(', 'CC(O)=O)', 'CCN(', 'CC(', '[O-])', '=O)', 'CCN(', 'CC(', '[O-])', '=O)CC2)', 'C(=O)N[C@@H](', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'C(=O)N[C@H](', 'CC2', '=', 'CN', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', '[C@@H](C)O)', 'C(=O)N', '1)', 'C(O)=O']"
guanidine,NC(N)=N,"['NC(N)', '=N']"
ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,"['[H]', '[C@@]12', 'CCC', '[C@]1(', '[H]', ')', 'N(', '[C@@H](', 'C2)', 'C(O)=O)', 'C(=O)', '[C@H](C)', 'N[C@@H](', 'CCC1', '=', 'CC=', 'CC=', 'C1)', 'C(=O)OCC']"
riociguat,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,"['CO', 'C(=O)N(C)', 'C1=C(', 'N)', 'N=C(', 'N=C1', 'N)', 'C1=N', 'N(', 'CC2', '=C(', 'F)', 'C=', 'CC', '=C', '2)', 'C2', '=C1', 'C=', 'CC=', 'N2']"
selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,"['CC(C)', 'N(', 'CCCC', 'OCC(=O)N', 'S(C)(=O)=O)', 'C1=N', 'C(', 'C2=', 'CC=', 'CC', '=C', '2)', '=C(', 'N=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
pralidoxime,C[N+]1=C(\C=N\O)C=CC=C1,"['C', '[N+]1', '=C(\\', 'C', '=N\\', 'O)', 'C=', 'CC', '=C1']"
frovatriptan,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,"['CN', '[C@@H]1', 'CCC2', '=C(', 'C1)', 'C1=C(', 'N2)', 'C=CC(', '=', 'C1)', 'C(N)=O']"
amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,"['CCN1', 'CCCC1', 'CNC(=O)', 'C1=', 'CC(', '=C(N)', 'C=C1', 'OC)', 'S(=O)(=O)', 'CC']"
mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,"['CC1=', 'CC(C)', '=C(', 'Br)', 'C(C)', '=C1', 'NC(=O)', 'CN(', 'CC(O)=O)', 'CC(O)', '=O']"
benznidazole,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1,"['[O-]', '[N+](=O)', 'C1=N', 'C=', 'CN1', 'CC(=O)N', 'CC1=', 'CC=', 'CC', '=C1']"
losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,"['CCCCC1', '=N', 'C(Cl)', '=C(', 'CO)', 'N1', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C1=N', 'N', 'N', '=N1']"
lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,"['[H]', '[C@@]12', 'CC(=O)', '[C@H](', 'CCCC', 'CCC(O)=O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]', '(O)', '(O', '2)', 'C(F)(F)', 'CCCC']"
norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,"['[H]', '[C@@]12', 'CC', '[C@@](', 'OC(C)=O)', '(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CC', '\\', 'C(', 'C=C3', 'CC', '[C@@]21', '[H]', ')', '=N/', 'O']"
daptomycin,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=CC=CC=C2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,"['CCCCCCCC', 'CC(=O)N[C@@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'C(=O)N[C@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CC(O)=O)', 'C(=O)N[C@H]1', '[C@@H](C)', 'OC(=O)', '[C@H](', 'CC(=O)', 'C2=', 'CC=', 'CC', '=C2', 'N)', 'NC(=O)', '[C@@H](NC(=O)', '[C@@H](CO)', 'NC(=O)', 'CNC(=O)', '[C@H](', 'CC(O)=O)', 'NC(=O)', '[C@@H](C)', 'NC(=O)[C@H](', 'CC(O)=O)', 'NC(=O)[C@H](', 'CCCN)', 'NC(=O)', 'CN', 'C1=O)', '[C@H](C)', 'CC(O)', '=O']"
tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,"['NC1', '=C2', 'CCCC', 'C2=N', 'C2=', 'CC=', 'CC', '=C1', '2']"
phentolamine,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,"['CC1=', 'CC', '=C(', 'C=', 'C1)', 'N(', 'CC1=N', 'CCN1', ')', 'C1=', 'CC(O)', '=', 'CC', '=C1']"
magnesium citrate,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"['[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O']"
carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,"['CC(C)', 'C[C@H](', 'NC(=O)[C@H](', 'CCC1', '=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'CN1', 'CCOCC1)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)', '[C@@]1(C)', 'CO1']"
methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,"['C', '[C@](', 'N)', '(', 'CC1=', 'CC', '=C(O)', 'C(O)', '=', 'C1)', 'C(O)=O']"
clindamycin,[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,"['[H]', '[C@@](', 'NC(=O)[C@@H]1', 'C[C@@H](', 'CCC)', 'CN1', 'C)(', '[C@H](C)', 'Cl)', '[C@@]1(', '[H]', ')', 'O[C@H](', 'SC)', '[C@H](O)[C@@H](O)', '[C@H]1O']"
isoflurane,FC(F)OC(Cl)C(F)(F)F,"['F', 'C(F)', 'OC(', 'Cl)', 'C(F)(F)F']"
clidinium,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"['C', '[N@@+]', '1', '2', 'CC[C@@H](', 'CC1)', 'C(', 'C2)', 'OC(=O)', 'C(O)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
prednisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1(C)', 'CC(=O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']"
tirofiban,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,"['CCCC', 'S(=O)(=O)N', '[C@@H](', 'CC1=', 'CC', '=C(', 'OCCCC', 'C2', 'CCNCC2)', 'C=', 'C1)', 'C(O)=O']"
gadopentetic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,"['[Gd+3]', '.', 'OC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(O)=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']"
disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,"['CCN(CC)', 'C(=S)S', 'SC(=S)', 'N(CC)CC']"
reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,"['[H]', '[C@]12', 'C[C@@H](', 'OC(=O)', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '3)', '[C@H](OC)', '[C@@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'NC1', '=C3', 'C=CC(', 'OC)', '=', 'C1)C2']"
probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,"['CCCN(CCC)', 'S(=O)(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)=O']"
ripretinib,CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,"['CCN1C(=O)', 'C(=', 'CC2', '=C1', 'C=C(', 'N', 'C)', 'N=C', '2)', 'C1=C(', 'Br)', 'C=C(', 'F)', 'C(N', 'C(=O)N', 'C2=', 'CC=', 'CC', '=C', '2)', '=C1']"
prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,"['CCCN', 'C(C)', 'C(=O)N', 'C1=', 'CC=', 'CC', '=C1', 'C']"
vinorelbine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,"['[H]', '[C@@]12', 'N(C)', 'C3=', 'CC(', 'OC)', '=C(', 'C=C3', '[C@@]1', '1', 'CCN3', 'CC', '=C', '[C@]', '(CC)', '(', '[C@@]13', '[H]', ')', '[C@@](', '[H]', ')', '(', 'OC(C)=O)', '[C@]2(O)', 'C(=O)OC)', '[C@]1', '(C', '[C@@]2(', '[H]', ')', 'CN(', 'CC(', 'CC)', '=C', '2)', 'CC2', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C2', '1)', 'C(=O)OC']"
argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,"['C[C@@H]1', 'CCN(', '[C@H](', 'C1)', 'C(O)=O)', 'C(=O)[C@H](', 'CCCN', 'C(N)=N)', 'NS(=O)(=O)', 'C1=', 'CC=', 'CC2', '=C1', 'N', 'CC(C)', 'C2']"
sodium bicarbonate,[Na+].OC([O-])=O,"['[Na+]', '.', 'OC(', '[O-])', '=O']"
bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,"['CC1=', 'CC2', '=C(', 'C=C1', 'C(=C)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)=O)', 'C(C)(C)', 'CCC2', '(C)C']"
ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,"['NC1=N', 'C=N', 'C2', '=C1', 'C(=N', 'N2', '[C@@H]1', 'CCCN(', 'C1)', 'C(=O)', 'C=C)', 'C1=', 'CC', '=C(', 'O', 'C2=', 'CC=', 'CC', '=C', '2)', 'C=C1']"
ofloxacin,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,"['CC1', 'CO', 'C2', '=C3', 'N1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C3=', 'CC', '(F)', '=C2', 'N1', 'CCN(C)CC1']"
darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,"['NC(=O)C(', '[C@@H]1', 'CCN(', 'CCC2', '=', 'CC3', '=C(', 'OCC', '3)', 'C=C', '2)', 'C1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,"['CC1=C(', 'CCN2', 'CCC(', 'CC2)', 'C2=N', 'OC3', '=C2', 'C=', 'CC', '(F)', '=C', '3)', 'C(=O)N2', 'CCCC', 'C2=', 'N1']"
metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,"['CC1=N', 'C=C(', 'N1', 'CCO)', '[N+]([O-])=O']"
enasidenib,CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,"['CC(C)(O)', 'CN', 'C1=N', 'C(=N', 'C(N', 'C2=', 'CC(', '=N', 'C=C', '2)', 'C(F)(F)F)', '=N1', ')', 'C1=N', 'C(=', 'CC=', 'C1)', 'C(F)(F)F']"
pazopanib,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,"['CN(', 'C1=', 'CC2', '=N', 'N(C)', 'C(C)', '=C2', 'C=', 'C1)', 'C1=', 'CC', '=N', 'C(N', 'C2=', 'CC', '=C(C)', 'C(', '=C', '2)', 'S(N)(=O)=O)', '=N1']"
tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,"['CCO', 'C1=', 'CC=', 'CC', '=C1', 'OCCN', '[C@H](C)', 'CC1=', 'CC(', '=C(', 'OC)', 'C=', 'C1)', 'S(N)', '(=O)=O']"
zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,"['CCN(', 'C(C)=O)', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'C1=', 'CC', '=N', 'C2=C(', 'C=N', 'N1', '2)', 'C#N']"
quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,"['OCCOCC', 'N1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']"
sirolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,"['[H]', '[C@@]1', '(C', '[C@@H](C)', '[C@]2(', '[H]', ')', 'CC(=O)', '[C@H](C)', '\\', 'C=C(C)', '\\', '[C@@H](O)', '[C@@H](OC)', 'C(=O)', '[C@H](C)C', '[C@H](C)', '\\', 'C=C\\', 'C=C\\', 'C=C(C)', '\\', '[C@H](C', '[C@]3(', '[H]', ')', 'CC[C@@H](C)', '[C@@]', '(O)', '(O', '3)', 'C(=O)', 'C(=O)N3', 'CCCC', '[C@@]3(', '[H]', ')', 'C(=O)O', '2)', 'OC)', 'CC[C@@H](O)', '[C@@H](', 'C1)', 'OC']"
doravirine,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,"['CN1', 'C(=O)N', 'N=C1', 'CN1', 'C=CC(', '=C(', 'O', 'C2=', 'CC(', '=', 'CC(', 'Cl)', '=C', '2)', 'C#N)', 'C1=O)', 'C(F)(F)F']"
penbutolol,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,"['CC(C)(C)', 'NC', '[C@H](O)', 'CO', 'C1=', 'CC=', 'CC', '=C1', 'C1CCCC1']"
bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,"['CC(C)(', 'CCCC', 'CC(O)', 'CCCC', 'CC(C)(C)', 'C(O)=O)', 'C(O)=O']"
edrophonium,CC[N+](C)(C)C1=CC(O)=CC=C1,"['CC', '[N+](C)(C)', 'C1=', 'CC(O)', '=', 'CC', '=C1']"
silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,"['C[C@H](', 'CC1=', 'CC2', '=C(', 'N(', 'CCCO)', 'CC2)', 'C(=', 'C1)', 'C(N)=O)', 'N', 'CCO', 'C1=', 'CC=', 'CC', '=C1', 'OCC', '(F)(F)', 'F']"
tucatinib,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1,"['CC1=', 'CC(N', 'C2=N', 'C=N', 'C3=', 'CC', '=C(N', 'C4', '=N', 'C(C)(C)', 'CO', '4)', 'C=C2', '3)', '=', 'CC', '=C1', 'O', 'C1=', 'CC2', '=N', 'C=N', 'N2', 'C=C1']"
phenylbutyric acid,OC(=O)CCCC1=CC=CC=C1,"['OC(=O)', 'CCCC1', '=', 'CC=', 'CC', '=C1']"
stanozolol,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](C)(O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'CC3', '=N', 'NC', '=C3', 'C[C@]12', 'C']"
