drug_name,smiles,tokens
fludrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1', '(F)', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
phentolamine,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,"['CC1=', 'CC', '=C(', 'C=', 'C1)', 'N(', 'CC1=N', 'CCN1', ')', 'C1=', 'CC(O)', '=', 'CC', '=C1']"
trimipramine,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,"['CC(', 'CN(C)C)', 'CN1', 'C2=', 'CC=', 'CC', '=C2', 'CCC2', '=', 'CC=', 'CC', '=C1', '2']"
scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"['CN1', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']"
iopodic acid,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,"['CN(C)C', '=N', 'C1=C(', 'I)', 'C=C(', 'I)', 'C(', 'CCC(O)=O)', '=C1', 'I']"
spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,"['[H]', '[C@@]12', 'CC', '[C@@]3', '(CC', 'C(=O)O', '3)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', '[C@@](', '[H]', ')', '(', 'CC2', '=CC(=O)', 'CC', '[C@]12', 'C)', 'S', 'C(C)=O']"
phenylbutyric acid,OC(=O)CCCC1=CC=CC=C1,"['OC(=O)', 'CCCC1', '=', 'CC=', 'CC', '=C1']"
glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,"['CO', 'C1=C(', 'C=C(', 'Cl)', 'C=', 'C1)', 'C(=O)N', 'CCC1', '=', 'CC', '=C(', 'C=', 'C1)', 'S(=O)(=O)N', 'C(=O)N', 'C1CCCCC1']"
pyrantel,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1,"['[H]', '\\', 'C(', '=C(\\', '[H]', ')', 'C1=N', 'CCCN1', 'C)', 'C1=', 'CC', '=C', 'S1']"
flucytosine,NC1=C(F)C=NC(=O)N1,"['N', 'C1=C(', 'F)', 'C=N', 'C(=O)N1']"
etelcalcetide,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,"['C[C@@H](', 'NC(=O)[C@@H](', 'CCCN', 'C(N)=N)', 'NC(=O)[C@@H](', 'CCCN', 'C(N)=N)', 'NC(=O)[C@@H](', 'CCCN', 'C(N)=N)', 'NC(=O)', '[C@@H](C)', 'NC(=O)[C@@H](', 'CS', 'S', 'C[C@H](N)', 'C(O)=O)', 'NC(C)=O)', 'C(=O)N[C@H](', 'CCCN', 'C(N)=N)', 'C(N)=O']"
prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']"
tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,"['CN(C)', 'CCN(', 'CC1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
phenylpropanolamine,CC(N)C(O)C1=CC=CC=C1,"['CC(N)', 'C(O)', 'C1=', 'CC=', 'CC', '=C1']"
fingolimod,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,"['CCCCCCCC', 'C1=', 'CC', '=C(', 'CCC(N)', '(CO)', 'CO)', 'C=C1']"
drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,"['[H]', '[C@@]12', 'C', '[C@]1(', '[H]', ')', '[C@@]1(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C', '[C@]4', '(', '[H]', ')', '[C@@]4', '(CC', 'C(=O)O', '4)', '[C@@]3(C)CC', '[C@]1(', '[H]', ')', '[C@@]1(C)CC', 'C(=O)', 'C=C2', '1']"
calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"['C[C@H](', 'CCCC', '(C)(C)', 'O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '\\', 'C[C@@H](O)', 'C[C@H](O)', 'C1=C']"
propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,"['CCCN', 'CC(O)CO', 'C1=C(', 'C=', 'CC=', 'C1)', 'C(=O)', 'CCC1', '=', 'CC=', 'CC', '=C1']"
benznidazole,[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1,"['[O-]', '[N+](=O)', 'C1=N', 'C=', 'CN1', 'CC(=O)N', 'CC1=', 'CC=', 'CC', '=C1']"
protriptyline,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,"['CN', 'CCCC1', 'C2=', 'CC=', 'CC', '=C2', 'C=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,"['[Gd+3]', '.', 'CNC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(', '[O-])', '=O)', 'CC(=O)N', 'C)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']"
lipoic acid,OC(=O)CCCC[C@@H]1CCSS1,"['OC(=O)', 'CCCC', '[C@@H]1', 'CCS', 'S1']"
linaclotide,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,"['[H]', '[C@]1(', 'CS', 'SC', '[C@]2(', '[H]', ')', 'NC(=O)[C@H](', 'CC3', '=', 'CC', '=C(O)', 'C=C', '3)', 'NC(=O)[C@H](', 'CCC(O)=O)', 'NC(=O)', '[C@@H]3', 'CS', 'S', 'C[C@H](NC(=O)', '[C@H](C)', 'NC(=O)', '[C@@H]4', 'CCCN', '4', 'C(=O)[C@H](', 'CC(N)=O)', 'NC(=O)[C@H](', 'CS', 'S', 'C[C@H](N)', 'C(=O)N', '3)', 'N', 'C2=O)', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)O)', 'C(=O)N', 'CC(=O)N1', ')', 'C(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
cefmetazole,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'CS', 'C3=N', 'N', '=N', 'N3', 'C)', '=C(', 'N1C(=O)', '[C@]2(', 'NC(=O)CS', 'CC#N)', 'OC)', 'C(O)=O']"
propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,"['CC(C)', '[N+](C)(', 'CCOC(=O)', 'C1', 'C2=', 'CC=', 'CC', '=C2', 'O', 'C2=', 'CC=', 'CC', '=C1', '2)', 'C(C)C']"
procaine,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,"['CCN(CC)', 'CCOC(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
lemborexant,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1,"['CC1=N', 'C=C(', 'OC', '[C@]2', '(C', '[C@H]2', 'C(=O)N', 'C2=N', 'C=C(', 'F)', 'C=C', '2)', 'C2=', 'CC=', 'CC', '(F)', '=C', '2)', 'C(C)', '=N1']"
tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,"['CC1=', 'CC=', 'CC', '=C1', 'C(=O)N', 'C1=', 'CC(C)', '=C(', 'C=', 'C1)', 'C(=O)N1', 'CCC', '[C@@H](O)', 'C2', '=C1', 'C=CC(', 'Cl)', '=C2']"
cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,"['CO', '\\', 'N=C(', '/', 'C(=O)N[C@@H]1', 'C(=O)N2', '[C@]1(', '[H]', ')', 'S', 'CC(', 'C', '[N+]1', '(C)', 'CCCC1)', '=C2', 'C(', '[O-])', '=O)C1', '=C', 'S', 'C(N)', '=N1']"
ceftolozane,CN1C(N)=C(NC(=O)NCCN)C=[N+]1CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=NSC(N)=N1)C2=O)C([O-])=O,"['CN1', 'C(N)', '=C(', 'NC(=O)N', 'CCN)', 'C=', '[N+]1', 'CC1=C(', 'N2', '[C@H](', 'S', 'C1)', '[C@H](NC(=O)', 'C(', '=N/', 'OC(C)(C)', 'C(O)=O)', '\\', 'C1=N', 'S', 'C(N)', '=N1', ')', 'C2=O)', 'C(', '[O-])', '=O']"
vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,"['CN', '[C@H](CC(C)C)', 'C(=O)N[C@@H]1', '[C@H](O)', 'C2=', 'CC', '=C(', 'OC3', '=C(', 'O', '[C@@H]4', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]4', 'O', '[C@H]4', 'C', '[C@](C)(', 'N)', '[C@H](O)', '[C@H](C)', 'O4)', 'C4', '=', 'CC(', '=C', '3)', '[C@@H](', 'NC(=O)[C@H](', 'CC(N)=O)', 'N', 'C1=O)', 'C(=O)N[C@@H]1', 'C3=', 'CC(', '=C(O)', 'C=C', '3)', 'C3', '=C(O)', 'C=C(', 'O)', 'C=C3', '[C@H](NC(=O)', '[C@@H](N', 'C1=O)', '[C@H](O)', 'C1=', 'CC(', 'Cl)', '=C(', 'O4)', 'C=', 'C1)', 'C(O)=O)', 'C(Cl)', '=C2']"
tegaserod,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,"['CCCC', 'CN', 'C(=N)N', '\\', 'N', '=C\\', 'C1=', 'CN', 'C2', '=C1', 'C=C(', 'OC)', 'C=C2']"
guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,"['NC(N)', '=N', 'CC1', 'CO', 'C2(', 'CCCCC2)', 'O1']"
ixabepilone,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,"['[H]', '[C@]12', 'C[C@H](NC(=O)', 'C[C@H](O)', 'C(C)(C)', 'C(=O)', '[C@H](C)', '[C@@H](O)', '[C@@H](C)', 'CCC', '[C@@]1(C)', 'O2)', 'C(\\', 'C)', '=C\\', 'C1=C', 'S', 'C(C)', '=N1']"
methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'C[C@H](C)', 'C2=', 'CC(=O)', 'C=C', '[C@]12C']"
regadenoson,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,"['CNC(=O)', 'C1=C', 'N(', 'N=', 'C1)', 'C1=N', 'C2=C(', 'N=', 'CN2', '[C@@H]2', 'O[C@H](CO)[C@@H](O)', '[C@H]2O)', 'C(N)', '=N1']"
perindopril,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,"['[H]', '[C@]12', 'C[C@H](', 'N(C(=O)', '[C@H](C)', 'N[C@@H](', 'CCC)', 'C(=O)OCC)', '[C@@]1(', '[H]', ')', 'CCCC2)', 'C(O)=O']"
remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,"['CC', 'C(=O)N(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1(', 'CCN(CC', 'C(=O)OC)', 'CC1)', 'C(=O)OC']"
dutasteride,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', 'CC[C@@]4', '(', '[H]', ')', 'NC(=O)', 'C=C', '[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', 'C(=O)N', 'C1=', 'CC(', '=', 'CC', '=C1', 'C(F)(F)F)', 'C(F)(F)F']"
liotrix,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,"['[Na+]', '.', '[Na+]', '.', 'N[C@@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(', '[O-])', '=O', '.', 'N[C@@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C(', 'I)', '=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(', '[O-])', '=O']"
selpercatinib,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,"['CO', 'C1=N', 'C=C(', 'CN2', 'C3', 'CC2', 'CN(', 'C3)', 'C2=', 'CC', '=C(', 'C=N', '2)', 'C2=', 'CC(', 'OCC', '(C)(C)', 'O)', '=', 'CN3', 'N=', 'CC(', 'C#N)', '=C2', '3)', 'C=C1']"
granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,"['CN1', 'N=C(', 'C(=O)N', '[C@@H]2', 'C[C@@H]3', 'CCC[C@H](', 'C2)', 'N3', 'C)', 'C2', '=C1', 'C=', 'CC', '=C2']"
artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,"['[H]', '[C@@]12', 'CC[C@@H](C)', '[C@]3(', '[H]', ')', 'CC', '[C@@]4(C)', 'OO', '[C@@]13', '[C@](', '[H]', ')', '(', 'O[C@H](', 'OC)', '[C@@H]2', 'C)O', '4']"
umeclidinium,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,"['OC(', 'C1=', 'CC=', 'CC=', 'C1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C12', 'CC', '[N+](', 'CCOCC', '3', '=', 'CC=', 'CC', '=C', '3)', '(', 'CC1)', 'CC2']"
sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,"['CC(C)', 'CC(N', '(C)C)', 'C1(', 'CCC1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,"['CN', '[C@@H](C)', '[C@H](O)', 'C1=', 'CC=', 'CC', '=C1']"
obeticholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@H](O)', '[C@H](CC)', '[C@]4', '(', '[H]', ')', 'C[C@H](O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', '[C@H](C)', 'CCC(O)', '=O']"
pramlintide,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O,"['[H]', 'N[C@@H](', 'CCCCN)', 'C(=O)N[C@H]1', 'CS', 'S', 'C[C@H](NC(=O)', '[C@@](', '[H]', ')', '(', 'NC(=O)', '[C@H](C)', 'NC(=O)', '[C@@](', '[H]', ')', '(', 'NC(=O)[C@H](', 'CC(N)=O)', 'N', 'C1=O)', '[C@@H](C)O)', '[C@@H](C)O)', 'C(=O)N[C@@H](C)', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)O)', 'C(=O)N[C@@H](', 'CCC(', 'N)=O)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](C)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N[C@@H](', 'CC1=', 'CN', '=', 'CN', '1)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](', 'CO)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N', 'CC(=O)N1', 'CCC[C@H]1', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)', 'CC)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N1CCC[C@H]1', 'C(=O)N1CCC[C@H]1', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)O)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N', 'CC(=O)N', '[C@@H](CO)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)O)', 'C(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(N)=O']"
droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,"['N[C@@H](', '[C@H](O)', 'C1=', 'CC(O)', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,"['CN1', 'C=N', 'C(=', 'C1', 'S', 'C1=N', 'C=N', 'C2', '=C1', 'NC', '=N', '2)', '[N+]([O-])=O']"
warfarin,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,"['CC(=O)', 'CC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=C(O)', 'C2=C(', 'O', 'C1=O)', 'C=', 'CC', '=C2']"
stiripentol,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,"['CC(C)(C)', 'C(O)', '\\', 'C=C\\', 'C1=', 'CC2', '=C(', 'OCO2)', 'C=C1']"
vincristine,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,"['[H]', '[C@@]12', 'N3', 'CC', '[C@@]1', '1', 'C4', '=C(', 'C=C(', 'OC)', 'C(', '=C', '4)', '[C@]4', '(C', '[C@H]5', 'C', '[N@]', '(C', '[C@]', '(O)', '(CC)', 'C5)', 'CCC', '5', '=C4', 'N', 'C4', '=', 'CC=', 'CC', '=C', '5', '4)', 'C(=O)OC)', 'N(C', '=O)', '[C@@]1(', '[H]', ')', '[C@](O)(', '[C@H](OC(C)=O)', '[C@]2', '(CC)', 'C=', 'CC3)', 'C(=O)OC']"
cangrelor,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,"['CS', 'CCN', 'C1', '=C2', 'N=C', 'N(', '[C@@H]3', 'O[C@H](CO', 'P(O)(=O)', 'O', 'P(O)(=O)', 'C(Cl)(Cl)', 'P(O)(O)=O)', '[C@@H](O)', '[C@H]3O)', 'C2=N', 'C(S', 'CC', 'C(F)(F)F)', '=N1']"
mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,"['OC(', 'C1CCCC', 'N1)', 'C1=', 'CC(', '=N', 'C2', '=C1', 'C=', 'CC', '=C2', 'C(F)(F)F)', 'C(F)(F)F']"
dimenhydrinate,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,"['CN1', 'C2=C(', 'N=C(', 'Cl)', 'N2)', 'C(=O)N(C)', 'C1=O', '.', 'CN(C)', 'CCOC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,"['CC[C@H](', 'N1CCCC1', '=O)', 'C(N)=O']"
lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,"['[H]', '[C@@]12', 'CC(=O)', '[C@H](', 'CCCC', 'CCC(O)=O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]', '(O)', '(O', '2)', 'C(F)(F)', 'CCCC']"
ozanimod,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,"['CC(C)O', 'C1=C(', 'C=C(', 'C=', 'C1)', 'C1=N', 'C(=N', 'O1)', 'C1', '=C2', 'CC[C@H](', 'N', 'CCO)', 'C2=', 'CC=', 'C1)', 'C#N']"
benzthiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,"['NS(=O)(=O)', 'C1=', 'CC2', '=C(', 'C=C1', 'Cl)', 'N=C(', 'CS', 'CC1=', 'CC=', 'CC=', 'C1)', 'N', 'S2(=O)=O']"
chloral hydrate,OC(O)C(Cl)(Cl)Cl,"['O', 'C(O)', 'C(Cl)(Cl)', 'Cl']"
amrinone,NC1=CC(=CNC1=O)C1=CC=NC=C1,"['N', 'C1=', 'CC(', '=', 'CN', 'C1=O)', 'C1=', 'CC', '=N', 'C=C1']"
ezogabine,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,"['CCO', 'C(=O)N', 'C1=C(', 'N)', 'C=C(', 'N', 'CC2', '=', 'CC', '=C(', 'F)', 'C=C', '2)', 'C=C1']"
repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,"['CCO', 'C1=C(', 'C=CC(', 'CC(=O)N[C@@H](', 'CC(C)C)', 'C2=', 'CC=', 'CC', '=C2', 'N2CCCCC2)', '=', 'C1)', 'C(O)=O']"
guanethidine,NC(N)=NCCN1CCCCCCC1,"['NC(N)', '=N', 'CCN1', 'CCCC', 'CCC1']"
lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,"['N', 'C(=O)N1CCC(', 'CC(=O)N2', 'CCC(', 'CC2)', '[C@H]2', 'C3=C(', 'CCC4', '=C2', 'C(', 'Br)', '=', 'CC(', 'Cl)', '=C', '4)', 'C=C(', 'Br)', 'C=N', '3)CC1']"
adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,"['NC1', '=C2', 'N=C', 'N(', '[C@@H]3', 'O[C@H](CO)[C@@H](O)', '[C@H]3O)', 'C2=N', 'C=', 'N1']"
