services,agcid,adr1,adr2,city,email,fax,nme,phone1,statecd,weburl,zipcd,agc_ADDR_LATITUDE,agc_ADDR_LONGITUDE,languages,faithbased,counslg_METHOD,language_ARA,language_ASL,language_CAM,language_CAN,language_CHI,language_CRE,language_CZE,language_ENG,language_FAR,language_FRE,language_GER,language_HIN,language_HMO,language_IND,language_ITA,language_KOR,language_OTH,language_POL,language_POR,language_RUS,language_SPA,language_SWA,language_TUR,language_UKR,language_VIE,service_DFC,service_DFW,service_FBC,service_FBW,service_FHW,service_HIC,service_HMC,service_NDW,service_PLW,service_PPC,service_PPW,service_RHC,service_RHW,service_RMC,counseling_FTF,counseling_GRP,counseling_OTH,counseling_TEL,counseling_VID,counseling_WEB,dqf_current,dqf_forecast,dqf_rmse_train,dqf_rmse_test,dqf_mae_train,dqf_mae_test,dqf_mape_train,dqf_mape_test,pp_current,pp_forecast,pp_rmse_train,pp_rmse_test,pp_mae_train,pp_mae_test,pp_mape_train,pp_mape_test
"DFC,FBC,PPC",82232,11002 Viers Mills Road,Suite 503,WHEATON,walvarenga@ledcmetro.org,,LATINO ECONOMIC DEVELOPMENT CORPORATION,202-588-5102,MD,www.ledcmetro.org,20902,39.035944,-77.049975,"ENG,SPA",No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.286999388987155,-39.48486332947448,2017.96,20260.08,708.08,4942.67,2.680167212581512e+17,3.165131624021846e+17,-2.640065459953945,0.1466720810085762,1706.22,17127.09,506.01,3534.17,1.895904458222558e+17,2.526123401413269e+17
"DFC,DFW,FBC,FBW,NDW,PPC,PPW,RHC,RHW",82010,1401 Columbia Road NW Unit C-1,,Washington,wyon@ledcmetro.org,202-588-5204,LATINO ECONOMIC DEVELOPMENT CORPORATION,202-540-7401,DC,http://www.ledcmetro.org,20009,38.927655,-77.033165,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.676242068784603,29.524678961961055,446.73,3474.66,158.56,988.47,1.447687477696884e+17,7.14387652293415e+16,-17.83413575600879,0.2863397525445394,378.77,2939.57,113.52,713.19,1.032495370456023e+17,7.160141519543035e+16
"DFC,DFW,FBC,FBW,FHW,NDW,PPC,PPW,RHC,RHW",81212,3541 W North Ave,,Chicago,,,LATIN UNITED COMMUNITY HOUSING ASSOCIATION,773-489-8484,IL,https://www.lucha.org,60647,41.90982,-87.715403,"ENG,SPA",No,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0175079994570808,0.0114772217186156,6016.04,30680.93,1988.65,8877.99,9.933588904204608e+17,1.95176124715834e+18,-10.062770967617766,0.0109652229690386,5126.2,26340.51,1454.39,6456.65,6.989620097552755e+17,1.3110384397008435e+18
"DFC,FBC,FBW,NDW,PPC,PPW,RHC",81124,216 Bob Bullock Loop,,Laredo,,,LAREDO-WEBB NEIGHBORHOOD HOUSING SERVICES,956-712-9100,TX,http://www.nwlaredo.com,78043,27.499314,-99.448179,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.119562223733624,0.0053521797745509,10623.75,55758.81,3360.18,15102.85,4.228304013374089e+18,6.235581656215674e+18,-7.033935089578037,-0.00787074509286,9010.42,47620.53,2445.06,10977.92,3.079742544393052e+18,3.9373994365811937e+18
"DFC,FBC,FBW,HIC,NDW,PPC,PPW,RHC",90638,4241 Bia 2,,Kyle,kwhiting@lakotafunds.org,605-455-2585,LAKOTA FUNDS,605-455-2500,SD,https://lakotafunds.org,57752,43.4467,-102.7145,ENG,No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.2065366625596709,-0.0035914918903153,281.68,1065.53,112.11,342.99,6.465223248924304e+16,8.424299872054586e+16,-26.304867472600733,-0.0024210278540238,241.26,917.04,82.55,251.6,4.877023151477995e+16,5.402663629320638e+16
"DFC,DFW,FBC,FBW,FHW,HIC,HMC,NDW,PPC,PPW,RHC,RHW",80113,33928 U.S. Rte 45,,Grayslake,housingcounselor@lakecountyha.org,224-702-4347,LAKE COUNTY HOUSING AUTHORITY,847-223-1170,IL,http://lakecountyha.org,60030,,,ENG,No,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0175079994570808,0.0114772217186156,6016.04,30680.93,1988.65,8877.99,9.933588904204608e+17,1.95176124715834e+18,-10.062770967617766,0.0109652229690386,5126.2,26340.51,1454.39,6456.65,6.989620097552755e+17,1.3110384397008435e+18
"DFC,DFW,FBC,FBW,FHW,HMC,NDW,PPC,PPW,RHC,RHW",82538,111 Shirley Picard Dr,,Lafayette,,,LAFAYETTE CONSOLIDATED GOVERNMENT NEIGHBORHOOD COUNSELING SERVICES,337-291-5450,LA,http://LafayetteLA.gov,70501,30.232649,-92.005016,"ENG,FRE,SPA",No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.967138727160517,0.0005007990123483,1011.16,14243.33,350.81,3399.95,7.253342100570331e+16,4.76215514114307e+16,-13.655030858944627,0.0025042442080662,861.3,12201.84,256.43,2499.93,5.551121579766973e+16,5.024197501685463e+16
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW",83071,202 N Cottage Ave,,Goshen,,,"LACASA OF GOSHEN, INC.",574-533-4450,IN,http://www.lacasainc.net,46528,41.587966,-85.828825,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5026166696336958,-0.0002743157169725,2375.36,14376.95,778.33,4004.58,4.508390741663151e+17,9.224738258434028e+17,-18.387096761675423,-0.0016974639717529,2031.68,12293.84,569.05,2887.31,3.1393267924354003e+17,5.989833983235409e+17
"FBC,FBW,HIC,PPC,PPW",90649,516 S Main St,,Elkhart,,,LACASA OF GOSHEN INC - BRANCH OFFICE,574-533-4450,IN,None,46516,41.682996,-85.971123,"ENG,SPA",No,"TEL,GRP,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5026166696336958,-0.0002743157169725,2375.36,14376.95,778.33,4004.58,4.508390741663151e+17,9.224738258434028e+17,-18.387096761675423,-0.0016974639717529,2031.68,12293.84,569.05,2887.31,3.1393267924354003e+17,5.989833983235409e+17
"DFC,NDW,PPC,RHC",84051,40 GLEN STREET,SUITE 1 - 1,GLEN COVE,amunera@lfuinc.org,516-759-3465,"LA FUERZA UNIDA, INC.-LONG ISLAND",516-759-0788-1,NY,https://www.lfuinc.org,11542,40.863873,-73.630926,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.912904953259442,-0.0088955788188022,7462.46,84938.81,3084.53,19971.71,1.7426795177755502e+18,2.773904139953548e+18,-12.84393140801052,0.0040838022680791,6409.58,73305.45,2268.01,14751.38,1.360182662531959e+18,2.2405458784348283e+18
"FBW,HIC,NDW,PLW,PPC,PPW",90501,134 Wisconsin Ave,,Waukesha,gsanchez@lacasadeesperanza.org,,"LA CASA DE ESPERANZA, INC.",262-899-6786,WI,http://www.lacasadeesperanza.org,53186,43.009953,-88.228519,"ENG,SPA",No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6289987430841393,-0.0012945781247122,3446.59,11710.11,1220.34,3480.16,4.467026105035325e+17,6.683794815077795e+17,-19.510401128533715,-0.0028906652298372,2960.36,9945.89,893.84,2490.72,3.098661183663096e+17,3.881786891543461e+17
"DFC,FBW,HIC,PPC,PPW",84555,317 Roseville Avenue,,NEWARK,homes@lacasanwk.org,973-485-9984,LA CASA DE DON PEDRO,973-634-4238,NJ,http://www.lacasanwk.org,7107,40.761638,-74.188027,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.9745970142494116,-0.0023943964578519,4263.36,25005.11,1619.51,6677.62,2.812014148849321e+17,4.145383015734758e+17,13.503449832517305,-0.0030277172417509,3651.56,21396.94,1186.26,4888.3,1.928764972859546e+17,2.384225164183188e+17
"PPC,PPW",83736,1715 C St,,Bellingham,info@kulshanclt.org,,KULSHAN COMMUNITY LAND TRUST,360-671-5600x1,WA,https://www.kulshanclt.org/,98225,48.756148,-122.482165,ENG,No,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1415590383322185,-0.001148509085301,3189.68,28313.08,1190.99,6612.47,1.2951158600662446e+18,7.3985728178134e+17,-17.60682415415937,-0.0010258188022733,2696.63,24255.74,868.0,4817.19,9.518653634161348e+17,4.893634916505829e+17
RHC,90099,620 N Harbor Blvd,,Fullerton,housing@krcla.org,,KOREAN RESOURCE CENTER,714-869-7624,CA,http://www.krcla.org/housing,92832,33.875628,-117.924125,"ENG,KOR",No,"TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.753671710412675,0.0007423057771413,16457.14,120032.16,5698.08,30127.87,4.296199098630504e+18,2.0876397242728333e+18,-4.833715105072372,0.00260826885069,14138.56,102772.04,4189.21,22042.63,3.191485242113124e+18,1.7490282746196024e+18
"FBC,FBW,RHC,RHW",82557,900 Crenshaw Blvd,Suite B,LOS ANGELES,housing@krcla.org,323-937-3526,KOREAN RESOURCE CENTER,323-937-3718,CA,http://krcla.org/housing,90019,34.056349,-118.322041,"ENG,KOR",No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.753671710412675,0.0007423057771413,16457.14,120032.16,5698.08,30127.87,4.296199098630504e+18,2.0876397242728333e+18,-4.833715105072372,0.00260826885069,14138.56,102772.04,4189.21,22042.63,3.191485242113124e+18,1.7490282746196024e+18
"FBC,FBW,FHW,PPC,PPW,RHC,RHW",80370,7700 Little River Turnpike,Suite 406,ANNANDALE,jycho@kcscgw.org,703-354-6391,KOREAN COMMUNITY SERVICE CENTER OF GREATER WASHINGTON,703-354-6345-101,VA,www.kcscgw.org,22003,38.833003,-77.210832,"ENG,KOR",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.267869045778454,-0.0071257830969697,2363.41,32717.9,669.27,9191.88,5.0975153638313024e+17,8.873640044105853e+18,-16.825873496907207,-0.0067462773541758,2041.69,16641.79,494.88,4011.51,3.887306241497378e+17,2.011170460676113e+18
"PPC,PPW",84045,201 NW 4th St Ste 130,,Grand Rapids,sandyo@kootasca.org,218-999-0197,"KOOTASCA COMMUNITY ACTION, INC.",218-999-0800x0828,MN,http://www.kootasca.org,55744,47.236132,-93.53152,ENG,No,"TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.5565932824043784,-0.0042764113178628,3859.13,16429.48,1201.93,4612.73,5.035554809277483e+17,4.691628217786149e+17,-5.838946424109551,-0.0040030042298056,3298.31,13983.3,881.65,3376.28,3.722174796281958e+17,3.7723988670869645e+17
"DFC,FBC,FBW,FHW,NDW,PLW,PPC,PPW,RHC",80169,1514 E 5th Ave,,Knoxville,,,KNOXVILLE AREA URBAN LEAGUE,865-524-5511,TN,http://www.thekaul.org,37917,35.9789,-83.910295,ENG,No,TEL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6759154328510846,0.0005717634714939,7695.56,14756.45,1519.18,4403.5,2.0446228092886093e+18,2.913566484025865e+18,-8.892641181950452,-0.0012546338352227,6495.17,12587.51,1048.13,3107.81,1.314085509325821e+18,2.0870570868161848e+18
"DFC,FBW,NDW,PPC,PPW,RHC",80983,109 Winona St,,Knoxville,lcontreras@homesourcetn.org,,"KNOX HOUSING PARTNERSHIP, INCORPORATED",865-637-1679,TN,https://www.homesourcetn.org,37917,35.975847,-83.908658,"ENG,SPA",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.6759154328510846,0.0005717634714939,7695.56,14756.45,1519.18,4403.5,2.0446228092886093e+18,2.913566484025865e+18,-8.892641181950452,-0.0012546338352227,6495.17,12587.51,1048.13,3107.81,1.314085509325821e+18,2.0870570868161848e+18
"DFC,DFW,PPC,PPW,RHC",84194,5151 W Madison St,,Chicago,kci@hudhousingcounselor.org,773-389-6305,"KINGDOM COMMUNITY, INC.",773-389-6300,IL,http://www.kingdomcommunityinc.org,60644,41.880184,-87.754043,ENG,Yes,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0175079994570808,0.0114772217186156,6016.04,30680.93,1988.65,8877.99,9.933588904204608e+17,1.95176124715834e+18,-10.062770967617766,0.0109652229690386,5126.2,26340.51,1454.39,6456.65,6.989620097552755e+17,1.3110384397008435e+18
"DFC,FBC,FHW,NDW,PLW,PPC,PPW,RHC",82169,129 N Main St,,Spring Lake,kingdom.cdc@att.net,910-484-5630,KINGDOM COMMUNITY DEVELOPMENT CORPORATION,910-484-2722,NC,https://www.kingdomcdc.org,28390,35.167044,-78.97663,"ENG,SPA",Yes,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0920956647403556,-0.0012047435050155,3829.32,25305.03,1129.67,6119.47,1.0214959247395732e+18,1.817620445401622e+18,-17.357370266388386,-0.0004278643727582,3271.89,21648.7,829.11,4438.61,7.6363917509236e+17,1.0351144909537334e+18
"FBC,PPC,PPW",90214,309 W X St,,Deer Park,keystonecdc@keystonecdc.org,,KEYSTONE COMMUNITY DEVELOPMENT CORPORATION,281-476-3592,TX,https://keystonecdc.org/,77536,29.694836,-95.126387,"ENG,SPA",No,"GRP,VID,WEB,TEL,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.119562223733624,0.0053521797745509,10623.75,55758.81,3360.18,15102.85,4.228304013374089e+18,6.235581656215674e+18,-7.033935089578037,-0.00787074509286,9010.42,47620.53,2445.06,10977.92,3.079742544393052e+18,3.9373994365811937e+18
"DFC,FBC,HIC,HMC,PPC,PPW,RHC",82130,160 Main St,,Penn Yan,reneebloom@keukahousingcouncil.org,315-536-6169,KEUKA HOUSING COUNCIL,315-536-8707,NY,https://www.keukahousingcouncil.org,14527,42.662367,-77.054544,ENG,No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.912904953259442,-0.0088955788188022,7462.46,84938.81,3084.53,19971.71,1.7426795177755502e+18,2.773904139953548e+18,-12.84393140801052,0.0040838022680791,6409.58,73305.45,2268.01,14751.38,1.360182662531959e+18,2.2405458784348283e+18
"DFC,PPC,RHC,RMC",82125,117 West 2nd Street,,OWENSBORO,jmorre@klaid.org,270-683-3513,"KENTUCKY LEGAL AID, INCORPORATED",270-782-5740,KY,www.klaid.org,42303,37.774902,-87.111432,"ENG,SPA",No,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,PPC,RHC",82124,"100 South Railroad Street, # 120",,MADISONVILLE,ayoung@klaid.org,270-825-0689,"KENTUCKY LEGAL AID, INCORPORATED",270-782-5740,KY,www.klaid.org,42431,37.327927,-87.500447,"ENG,SPA",No,"TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,PPC,RHC",82123,709B South Main Street,,HOPKINSVILLE,ayoung@klaid.org,270-782-5740,"KENTUCKY LEGAL AID, INCORPORATED",270-782-5740,KY,http://www.klaid.org,42240,36.86633,-87.488414,"ENG,SPA",No,"TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,PPC,RHC,RMC",82126,100 Fountain Ave,Suite 317,Paducah,jmorre@klaid.org,270-782-5740,"KENTUCKY LEGAL AID, INCORPORATED",270-782-5740,KY,http://www.klaid.org,42001,37.079233,-88.617281,"ENG,SPA",No,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,HMC,NDW,PPC,RHC,RMC",81018,1700 Destiny Ln,,Bowling Green,,,KENTUCKY LEGAL AID,270-782-1924,KY,,42104,36.959576,-86.448697,"ENG,SPA",No,"TEL,OTH,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
,81213,1231 Louisville Rd.,,FRANKFORT,aballew@kyhousing.org,,KENTUCKY HOUSING CORPORATION,502-564-7630-374,KY,https://www.kyhousing.org,40601,38.177346,-84.901919,"ENG,SPA",No,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,FBC,PPC,PPW",81685,101 Water St,,Waterville,info@kvcap.org,,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,800-542-8227,ME,http://www.kvcap.org,4901,44.541452,-69.635609,ENG,No,"TEL,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.751499358528676,-0.0064847604687687,647.08,5089.43,233.02,1230.91,1.0492216757863197e+17,2.431658524126844e+17,-7.363986075956973,-0.0068144745272344,550.73,4342.94,168.91,884.41,7.256333149291541e+16,1.441251950613582e+17
"HIC,HMC,NDW,PPC,PPW,RHC,RHW",84484,5448 N US Highway 25E,,Gray,jsmith@kceoc.com,606-546-5057,"KCEOC COMMUNITY ACTION PARTNERSHIP, INC.",606-546-3152,KY,https://www.kceoc.org/,40734,36.920624,-83.930918,"ENG,SPA",No,"GRP,VID,WEB,TEL,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,-2.0259280249130143,-0.0016366829868353,1399.45,10247.04,518.64,2759.04,2.2700410600071357e+17,3.3695899787858195e+17,-9.494583011351722,-0.0017312660704401,1201.26,8775.67,380.96,2010.24,1.689142059181111e+17,2.2724122127475443e+17
"DFC,FBC,FBW,FHW,HIC,NDW,PLW,PPC,PPW",80885,1219 S Park St,,Kalamazoo,,,"KALAMAZOO NEIGHBORHOOD HOUSING SERVICES, INC",269-385-2916,MI,http://www.knhs.org,49001,42.279596,-85.587019,"ENG,SPA",No,"TEL,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-3.286550624849994,-0.0069880288817879,5223.24,41890.52,1945.84,9898.36,7.609111581470598e+17,5.159221425238502e+17,-9.848757213056146,-0.0051209264698757,4490.84,35787.01,1427.26,7286.13,5.369934147771636e+17,4.922206444956965e+17
"DFC,FBC,HIC,PPC",81462,1023 N Grand Blvd,,Saint Louis,sflanigan@justinepetersen.org,314-533-2299,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,314-533-2411,MO,http://justinepetersen.org,63106,38.643022,-90.229184,"ENG,SPA",Yes,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-4.581008804001442,-0.0036130557300749,2657.21,12089.03,823.67,3461.24,2.557045410512949e+17,5.262164534960933e+17,-17.49122688067135,-0.0030728497587152,2285.32,10357.53,607.44,2516.98,2.024049180794057e+17,2.7662458410233197e+17
"DFC,DFW,PPC,PPW,RHC,RMC",80187,1102 Massey St,,Smithfield,,,"JOHNSTON-LEE-HARNETT COMMUNITY ACTION, INC",919-934-2145,NC,http://jlhcommunityaction.org,27577,35.506001,-78.336774,"ENG,SPA",No,"TEL,GRP,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0920956647403556,-0.0012047435050155,3829.32,25305.03,1129.67,6119.47,1.0214959247395732e+18,1.817620445401622e+18,-17.357370266388386,-0.0004278643727582,3271.89,21648.7,829.11,4438.61,7.6363917509236e+17,1.0351144909537334e+18
